Key,Summary,Project,Assignee,Description,Status,Issue Type,Created Date,Comments
SH-4868,HES not able to access HES UI APDCL IntelliSmart Pkg-1&2,Success Hub,Parveen Soni,No description,Close,Incident,2025-04-10T12:18:08.815+0530,Saiful Ali Khan:  | Jagdeep Arry: It is working fine now. there was some issue in SMTP and User 90 day password expired for all users leading to this issue. | Parveen Soni: Resolved
SH-4867,Meters not coming in first comm,Success Hub,Parveen Soni,CC:   ,Close,Issue,2025-04-10T12:15:57.822+0530,"Harsh Agarwal: Hi    sir, pls find below the list of meters which are not communicating but are power on onsite. | Parveen Soni: Fixed. | Automation for Jira: Hi Reporter, This Ticket is now moved to Review state and will be closed after T+3 business days. Please review this ticket and re-assign if any further assistance required from App Support | Automation for Jira: Dear Reporter, The ticket is closed as no response is received in T+3 days. Please reach out to App Support if any issues or concerns."
SH-4866,"HP Apraava | Need the list of 200 meters with max magnet tamper(201,202) count in last 7 days",Success Hub,Ayush Rajput,No description,Close,Service Request,2025-04-10T11:55:02.527+0530,"Automation for Jira: Hi Reporter, This Ticket is now moved to Review state and will be closed after T+3 business days. Please review this ticket and re-assign if any further assistance required from App Support"
SH-4864,Need Events Data for attached list of meters for which billing is not received within first 12 hrs on 1st April 2025,Success Hub,Ayush Rajput, please provide the data at the earliest.,Close,Service Request,2025-04-10T11:03:01.144+0530,"Anujaya.Singh:  FYI | Ayush Rajput:  | Automation for Jira: Hi Reporter, This Ticket is now moved to Review state and will be closed after T+3 business days. Please review this ticket and re-assign if any further assistance required from App Support | Automation for Jira: Dear Reporter, The ticket is closed as no response is received in T+3 days. Please reach out to App Support if any issues or concerns."
SH-4863,Required False magnetic tamper and LIFO issue meter list ,Success Hub,Aditya Yadav,Hi   : We required last 6 months (1 Sep 2024 to 10 April 2025) data of Single-phase RF meters which have following issue:,Close,Issue,2025-04-10T10:57:05.977+0530,"Aditya Yadav:     | Aditya Yadav:  | Aditya Yadav:  | Automation for Jira: Hi Reporter, This Ticket is now moved to Review state and will be closed after T+3 business days. Please review this ticket and re-assign if any further assistance required from App Support"
SH-4856,AMI 1&2 : Requirement of Gap reading commands from 1st April to 20th April,Success Hub,Ansh Sharma,"Please share the gap reading commands report added from the backend from April 1st to April 20th, as we are unable to export it from HES day-wise. This is very important as we are not achieving the desired LS SLA for AMI 1&2. Please share the excel day-wise, that will help.",Close,Service Request,2025-04-10T00:56:57.723+0530,"Satya Brat Nath:     Please update this ticket. Share the fail and success count meter wise - if GR data is large. | Satya Brat Nath:    Your intervention is required. | Ansh Sharma: As discussed, this is a huge data as lakhs of gap reading commands are inserted in a day. Please create an issue for gap reading commands. I will link the ticket created for devs there. | Automation for Jira: Hi Reporter, This Ticket is now moved to Review state and will be closed after T+3 business days. Please review this ticket and re-assign if any further assistance required from App Support | Automation for Jira: Dear Reporter, The ticket is closed as no response is received in T+3 days. Please reach out to App Support if any issues or concerns."
SH-4850,NTPC:  Block-Wise Correction is required.,Success Hub,Parveen Soni," As discussed, Please do the correction in Block-Wise for respective Meters in NTPC MDM. CC:   sir",Close,Service Request,2025-04-09T17:59:49.723+0530,"Parveen Soni: Updated   Could you please check once. | Satya Brat Nath: Ok i will check and update you. Till then please don't close the ticket  | Parveen Soni: sure | Automation for Jira: Hi Reporter, This Ticket is now moved to Review state and will be closed after T+3 business days. Please review this ticket and re-assign if any further assistance required from App Support | Automation for Jira: Dear Reporter, The ticket is closed as no response is received in T+3 days. Please reach out to App Support if any issues or concerns."
SH-4847,Current Reversal Report not working,Success Hub,Naman,No description,Close,Issue,2025-04-09T17:48:08.392+0530,"Naman: Hi    Please refer to this ticket for the same issue -  [SH-4490] Current reversal report not available in HES - Jira A bug had been raised for the same, this needs further investigation since this functionality is only working in Pkg 1,2 AFAIK and none another environment. Please refer to the attached ticket for updated. I am putting this to review | Automation for Jira: Hi Reporter, This Ticket is now moved to Review state and will be closed after T+3 business days. Please review this ticket and re-assign if any further assistance required from App Support | Automation for Jira: Dear Reporter, The ticket is closed as no response is received in T+3 days. Please reach out to App Support if any issues or concerns."
SH-4846,April month billing issues for HTCT meter: GVPR WB ,Success Hub,Nikhil Kumar,,Close,Issue,2025-04-09T16:48:52.113+0530,"Nikhil Kumar: For case 1: List contains 46 meters, out of which 10 were already validated,  and for rest 36 meters after discussing with the basant, also validated that meters. | Nikhil Kumar: For Case 2: List of 161 meters, some of the meters had manufacturer and DeviceId got swapped which happened for  Secure meters when Get Nameplate command on it got success, their DeviceId and Manufacturer got swap with each other. so after correcting that and again retriggering the bulk Billing ODR on same set of meters, All commands got success and only 30 meters commands got fail from that and that 30 meters were not in comm that time. | Automation for Jira: Hi Reporter, This Ticket is now moved to Review state and will be closed after T+3 business days. Please review this ticket and re-assign if any further assistance required from App Support"
SH-4845,"AMI 1&2 : SLA for LS is 87% for April, and no data on 6th April",Success Hub,Ansh Sharma,No SLA report is generated on 6th of April Please resolve this issue as the average % is very low (84%) cc :       ,Close,Service Request,2025-04-09T16:45:46.452+0530,"Satya Brat Nath: Same goes for DP SLA I am requesting to share daily SLA for  LS and DP from 1st April’25  from  DB data in weekly ticket.       cc :     | Ansh Sharma:  The job responsible for generating the SLA report failed in its execution somehow on 7th April. PFA the error logs regarding the same  Date		4/7/2025 6:15:00 PM Log		Job History (SLA_24Hrs_Import) Step ID		1 Server		HES-DBNODE-A Job Name		SLA_24Hrs_Import Step Name		InsertLS_SLA Duration		00:04:49 Sql Severity	21 Sql Message ID	596 Operator Emailed	 Operator Net sent	 Operator Paged	 Retries Attempted	0 Message Executed as user: AMIAPDCLAD\sqlsvc. Unspecified error occurred on SQL Server. Connection may have been terminated by the server. [SQLSTATE HY000] (Error 0)  Cannot continue the execution because the session is in the kill state. [SQLSTATE HY000] (Error 596).  The step failed. | Satya Brat Nath:  , I am not technically sound guy. You need to fix this asap so that SLA gets reflected in LS Reports.  | Satya Brat Nath:  I've noticed that the DP SLA Report displayed in the UI appears to be incorrect. Specifically, I've come across several meters where there is no DP present in MDM, yet the HES Report shows a DP for them. However, this discrepancy is not reflected in the DP Data itself. The reports are quite confusing at the moment. Could you please take a closer look into this? | Satya Brat Nath: Meanwhile, could you please share the LS DP SLA from 1st April to 15th April for all installed meters from the DB     | Satya Brat Nath:  its been 10 Days & we are still not having SLA Report of 6th April’25. Please expedite to resolve the issue & share us the SLA Data | Ansh Sharma: Hi    as discussed already with Taznur on phone call inserting the whole SLA again in the table would be a heavy task and not ideal in this situation. Hence as a workaround I am sharing the SLA in Excel from 1-15 April. PFA the sheet As for the gap reading analysis and pulling data if SLA is not met we can work that out on separate ticket. FYI putting this ticket in review. | Automation for Jira: Hi Reporter, This Ticket is now moved to Review state and will be closed after T+3 business days. Please review this ticket and re-assign if any further assistance required from App Support | Sayeed Rabbani:  I need the LS data from 6th April to 16th April for all installed meters from the DB. It would be great if you can share it by today. Cc:    | Automation for Jira: Dear Reporter, The ticket is closed as no response is received in T+3 days. Please reach out to App Support if any issues or concerns."
SH-4843,LS DP SLA Data Required from 1st to 10th April,Success Hub,Parveen Soni,No description,Close,Service Request,2025-04-09T16:26:56.808+0530,"Parveen Soni: Intelli pgk 1-2 hourly SLA 1Apr-10pr.xlsx | Automation for Jira: Hi Reporter, This Ticket is now moved to Review state and will be closed after T+3 business days. Please review this ticket and re-assign if any further assistance required from App Support | Automation for Jira: Dear Reporter, The ticket is closed as no response is received in T+3 days. Please reach out to App Support if any issues or concerns."
SH-4842,AMI 1&2 : DP validation required for 86 escalated meters by APDCL,Success Hub,Ansh Sharma,No description,In Progress,Service Request,2025-04-09T16:24:23.421+0530,"Sayeed Rabbani: Need validation.   Complaint coming from AGM sir, It's very urgent. | Ansh Sharma: I have validated the data for the following meters as push data was available for them.  | Ansh Sharma: For rest of the meters, it seems like a template issue since multiple parameters like IP and LS data are also missing. | Satya Brat Nath: what need to be done in these meters? As these meters are given by AGM of APDCL IT.  "
SH-4841,"please add the missing packet of these meters in missing packet list , so that GRblockload can add these ",Success Hub,Aditya Yadav,"please add the missing packet of these meters in missing packet list , so that GRblockload can add these  CC-   ",Close,Issue,2025-04-09T15:51:49.361+0530,"Aditya Yadav: Missed Packets have been added Now the GR command will add for this packet  | Automation for Jira: Hi Reporter, This Ticket is now moved to Review state and will be closed after T+3 business days. Please review this ticket and re-assign if any further assistance required from App Support | Automation for Jira: Dear Reporter, The ticket is closed as no response is received in T+3 days. Please reach out to App Support if any issues or concerns."
SH-4840,HP Apraava | Unable to add the commands to pull the current bill,Success Hub,Ayush Rajput,"For the prepaid implementation, we need to pull the current bill from the meter. I am unable to add the commands from the HES and i can’t seem to find the implementation in API as well. Pls investigate.",Open,Issue,2025-04-09T15:16:20.549+0530,
SH-4839,AMI CT : Required SLA data for DTR meters from 1st april to 7th April,Success Hub,Lyba Noor,No description,Close,Service Request,2025-04-09T14:55:33.507+0530,"Lyba Noor: Hi, Attached the sheet of SLA of DTR meters from 1st to 7th April.   | Automation for Jira: Hi Reporter, This Ticket is now moved to Review state and will be closed after T+3 business days. Please review this ticket and re-assign if any further assistance required from App Support"
SH-4838,Please share the Raw LS data of these meters ,Success Hub,Aditya Yadav,Please share the Raw LS data of these meters as all of them have given 47 packets CC-   ,Close,Issue,2025-04-09T14:35:16.109+0530,"Aditya Yadav:  PFB the raw data for push of 8th Apr for the below meters   | Automation for Jira: Hi Reporter, This Ticket is now moved to Review state and will be closed after T+3 business days. Please review this ticket and re-assign if any further assistance required from App Support | Automation for Jira: Dear Reporter, The ticket is closed as no response is received in T+3 days. Please reach out to App Support if any issues or concerns."
SH-4836,APDCL Apraava : Requirement of data,Success Hub,Shiva Sharma,Please share the following data:,Close,Service Request,2025-04-09T13:58:31.058+0530,"Shiva Sharma: Please share the current status of the ticket. Hoping this data is already shared with someone a few days before. | Automation for Jira: Hi Reporter, This Ticket is now moved to Review state and will be closed after T+3 business days. Please review this ticket and re-assign if any further assistance required from App Support | Automation for Jira: Dear Reporter, The ticket is closed as no response is received in T+3 days. Please reach out to App Support if any issues or concerns."
SH-4835,Insert Template 79 and update the SIM IPs as per the attached sheet  - HP Apraava,Success Hub,Ayush Rajput,,Close,Issue,2025-04-09T13:02:22.966+0530,"Ayush Rajput:   it is already done. | Automation for Jira: Hi Reporter, This Ticket is now moved to Review state and will be closed after T+3 business days. Please review this ticket and re-assign if any further assistance required from App Support | Automation for Jira: Dear Reporter, The ticket is closed as no response is received in T+3 days. Please reach out to App Support if any issues or concerns."
SH-4834,Sikkim Anvil: LS and IP missing 100%.,Success Hub,Ansh Sharma,Dear    Please look into the matter ASAP. CC:     FYI only.,Close,Service Request,2025-04-09T12:54:35.096+0530,"Aditya Pradhan: Dear   Please share the RCA as why Dashboards was not updating and even data was not available in DB? | Aditya Pradhan:  still waiting for the RCA.    Please intervene. | Ansh Sharma:  As already discussed on the phone call this breach occurred because no issue was reported to us since the first miss. That is the issue went unreported for 11 hours and we received no callout regarding this. I can only provide the internal RCA at the moment which is data stopped coming despite the service being on but after restarting the service the data started coming. I will be sharing the error logs with devs so that we can further find out the root cause for this.  | Aditya Pradhan:  We are currently awaiting the internal RCA and the corresponding action plan to prevent a recurrence in the future. | Ansh Sharma: The latest tags are deployed, and the issue is fixed now. Please let me know if this issue starts occurring frequently again | Automation for Jira: Hi Reporter, This Ticket is now moved to Review state and will be closed after T+3 business days. Please review this ticket and re-assign if any further assistance required from App Support | Automation for Jira: Dear Reporter, The ticket is closed as no response is received in T+3 days. Please reach out to App Support if any issues or concerns."
SH-4833,"The consumer, Meter ID 1000555 Belongs to Kohima but by mistake its updated in Dimapur user. Kindly change the meter Dimapur to Kohima in user .",Success Hub,Parveen Soni,"  The consumer, Meter ID 1000555 Belongs to Kohima but by mistake its updated in Dimapur user. Kindly change the meter Dimapur to Kohima in user . cc:   ",Close,Service Request,2025-04-09T12:53:44.199+0530,"Parveen Soni: updated | Automation for Jira: Hi Reporter, This Ticket is now moved to Review state and will be closed after T+3 business days. Please review this ticket and re-assign if any further assistance required from App Support"
SH-4832,Meters having High Frequency in Apraava APDCL,Success Hub,Shiva Sharma," , It has been observed that few meters have high frequency issue. CC:     ",Awaiting_Response,Issue,2025-04-09T12:45:30.200+0530,"Shiva Sharma: Please share the meter list or share the frequency threshold that you considering? | Sakshi Kandwal: Attached is the list of meters, having high frequency."
SH-4831,Insert template 84 details and Update template to 84 for meters having template 4 - HP,Success Hub,Ayush Rajput,No description,Close,Issue,2025-04-09T12:34:24.895+0530,"Ayush Rajput:  It is already done. | Automation for Jira: Hi Reporter, This Ticket is now moved to Review state and will be closed after T+3 business days. Please review this ticket and re-assign if any further assistance required from App Support | Automation for Jira: Dear Reporter, The ticket is closed as no response is received in T+3 days. Please reach out to App Support if any issues or concerns."
SH-4829,HES working slow,Success Hub,Ritik Kumar,"Hi, Please check as all the pages are taking longer than usual to load, especially the SLA report pages such as LS, DP, and Billing, which are taking almost 1-2 minutes to load. Other pages are also taking more time than usual.",BUG_Raised,Issue,2025-04-09T12:22:32.824+0530,"Ritik Kumar: This is related to system optimisation, and as we know, the dev and DBA teams are working on this, it will take time | Ritik Kumar:  "
SH-4828,Repush Bill data to MDM,Success Hub,Ritik Kumar,"Hi, The customer has requested us to reprocess the billing data for the month of March for the attached file. These consumers were unavailable or not advised at the time of billing, but now they are available and need the bill data.  ",Close,Service Request,2025-04-09T12:16:54.049+0530,"Ritik Kumar:  | Ritik Kumar: needful has been done | Automation for Jira: Hi Reporter, This Ticket is now moved to Review state and will be closed after T+3 business days. Please review this ticket and re-assign if any further assistance required from App Support"
SH-4827,AMI 1&2 : Pilot project bill data requirement,Success Hub,Ansh Sharma,No description,Close,Service Request,2025-04-09T12:00:47.684+0530,"Ansh Sharma:  | Automation for Jira: Hi Reporter, This Ticket is now moved to Review state and will be closed after T+3 business days. Please review this ticket and re-assign if any further assistance required from App Support"
SH-4826,DP validation required,Success Hub,Naman,No description,Review,Issue,2025-04-09T11:51:50.008+0530,"Biplob Chutia:  PFA meters need to be validated, as these are Prepaid consumers. | Sujata Saikia: PU10000482 Need to validate DP, escalated by utility    | Sujata Saikia: PU10000034 PU3021821  DP needs to be validated, please check    cc-    | Naman:   Does anything remain here, have validated mostly over teams chat. I am moving this in review, let me know if anything is remaining here | Automation for Jira: Hi Reporter, This Ticket is now moved to Review state and will be closed after T+3 business days. Please review this ticket and re-assign if any further assistance required from App Support"
SH-4819,RC-DC Power outage & low voltage exclusion Pkg-7,Success Hub,Nikhil Kumar,RC-DC Power outage & low voltage exclusion Pkg-7 required from (1st April to 8th April’25),Close,Service Request,2025-04-09T02:08:02.532+0530,"Akhtar Nawaz: Hi @nikhil please share 101 and 102 event ,    | Nikhil Kumar:     | Automation for Jira: Hi Reporter, This Ticket is now moved to Review state and will be closed after T+3 business days. Please review this ticket and re-assign if any further assistance required from App Support"
SH-4813,AMI CT : Requirement of SLA data for DTR from 1st to 31st March,Success Hub,Lyba Noor,No description,Close,Service Request,2025-04-08T18:14:19.950+0530,"Lyba Noor: Hi,  Attached the SLA Data for DTR Meters from 1st to 31st march for all profiles.   | Automation for Jira: Hi Reporter, This Ticket is now moved to Review state and will be closed after T+3 business days. Please review this ticket and re-assign if any further assistance required from App Support"
SH-4810,Sikkim Anvil: SLA breach || Gap reading failure etc.,Success Hub,Ansh Sharma,Dear    Please provide the justification against the SLA breach as following analysis has been done. All the relevant data and daily analysis have been compiled and attached in the Excel sheet for your reference. Kindly PFA. CC:         ,Close,Service Request,2025-04-08T17:45:29.240+0530,"Ansh Sharma:  On looking upon the analysis I observed that the gap reading analysis was done for the dates before 25th March. The latest gap reading service tag was deployed on 25th march following which there is a significant improvement in gap reading issues. For instance, I conducted a gap reading analysis from 4th April to 8th April and I found that almost 70 % of the commands got success which is pretty high success rate.  As for the gateway wise analysis, please calculate the gateway uptimes for all gateways for past one week and highlight the gateways whose average uptime is less than 80% to the concerned parties as this is a significant issue which will highly impact SLA.  Finally, please note that for RF meters whenever you pull the data manually via web add Custom commands instead of DLMS commands as this may increase downlink traffic to the gateway.  We are also planning to take the Latest tags for push and pull service in the coming days which may further increase the performance. | Automation for Jira: Hi Reporter, This Ticket is now moved to Review state and will be closed after T+3 business days. Please review this ticket and re-assign if any further assistance required from App Support | Automation for Jira: Dear Reporter, The ticket is closed as no response is received in T+3 days. Please reach out to App Support if any issues or concerns."
SH-4808,"LS and DP data required in 8,12,24 hrs format from 1to7 April.",Success Hub,Naman,No description,Close,Service Request,2025-04-08T17:02:51.604+0530,"Naman:   sir let me know if this remaining or shared over the teams previously. | Naman: PFA the same -  8,12,24 Hour LS DP SLA 01-04 to 07-04.xlsx Let me know if anything is remaining, Moving this in review. | Automation for Jira: Hi Reporter, This Ticket is now moved to Review state and will be closed after T+3 business days. Please review this ticket and re-assign if any further assistance required from App Support | Automation for Jira: Dear Reporter, The ticket is closed as no response is received in T+3 days. Please reach out to App Support if any issues or concerns."
SH-4807,DLMS pull command immediately failed ,Success Hub,Ayush Rajput,DLMS pull command immediately failed on 1P RF meter.,Close,Issue,2025-04-08T16:22:46.006+0530,"Ayush Rajput:  It is resolved now. As this issue is related to the gateway bug. earlier we found some bug in the gateway which doesn’t allow to pass the commands to the meters that’s why we didn’t get the response from the meters then we got the firmware from the wirepass team to fix that bug in the gateway. We need to do the Otap for the gateways which are already delivered and installed in the filed now. | Automation for Jira: Hi Reporter, This Ticket is now moved to Review state and will be closed after T+3 business days. Please review this ticket and re-assign if any further assistance required from App Support | Automation for Jira: Dear Reporter, The ticket is closed as no response is received in T+3 days. Please reach out to App Support if any issues or concerns."
SH-4806,Add GR command for BLP. DP and Billing,Success Hub,Aditya Yadav,"Pls add GR command on MH2302123 meter no for BLP, DP and Billing.  ",Close,Service Request,2025-04-08T15:36:02.990+0530,"Aditya Yadav: GapReading added for the meter MH2302123 for BLP, DP, BP and the command got succeeded with the expected RTC LS: DP: BP: | Automation for Jira: Hi Reporter, This Ticket is now moved to Review state and will be closed after T+3 business days. Please review this ticket and re-assign if any further assistance required from App Support"
SH-4804,No rawdata is coming in AIIB DB. CPU is at 100 % spike,Success Hub,Ved,No description,Close,Incident,2025-04-08T14:56:51.435+0530,"Naman: The CPU of DB server persisted at 100% and we were getting multiple timeouts at services. The following Query was taking ~30 seconds and we noticed multiple non - blocking sessions of the same - <?query -- Select top 1 * from [HESCommand] with (nolock) where MeterNo = @meterNo and Id < @id order by CreatedDate desc --?> We still do not know the root cause of the same we after we killed the ongoing SSMS instance and started it back up, it seemed to fix the issue and lower the CPU usage. Before - After - CC:    sir"
SH-4802,Change template id to 70 of meters configured to IMG-5nos,Success Hub,Ritik Kumar, Request you to change the template id of below 5 meters to 70 same we did as per the given Jira ticket:    AS2475837 AS2475833 AS2475839 AS2475838 AS2475840 CC:       ,Close,Service Request,2025-04-08T12:53:25.385+0530,"Ritik Kumar: needful has been done   | Ritik Kumar:  | Automation for Jira: Hi Reporter, This Ticket is now moved to Review state and will be closed after T+3 business days. Please review this ticket and re-assign if any further assistance required from App Support"
SH-4801,Nameplate Registration required in Apraava APDCL.,Success Hub,Shiva Sharma," , Nameplate registrations are required for following TCP meters. Attached is the list of TCP meters. CC:   ,   ",In Progress,Issue,2025-04-08T12:28:56.507+0530,
SH-4799,Auto Registration not working for TCP meters,Success Hub,Naman,No description,Close,Issue,2025-04-08T10:44:05.166+0530,"Biplob Chutia: Hi    PFA list of meters not yet registered, pl do the needful | Naman: Update ~ All the provided meters have been registered successfully manually - PFA the logs for the same - Also, the TCP Auto Registration service is working as expected as well after fixes - PFA -  Also, I am providing a dump for data having the list and details of TCP meters registering from as reference and the nameplate of TCP meters registered so far - TCP Registrationn.xlsx Since, I do notice an occurrence where two different MeterNos have the same IP, can you please review this once if missing anything.    Thanks ~ Moving this in review now. | Automation for Jira: Hi Reporter, This Ticket is now moved to Review state and will be closed after T+3 business days. Please review this ticket and re-assign if any further assistance required from App Support"
SH-4798,Need to add Miss packet for SAT-3 meters,Success Hub,Ritik Kumar,"Hi, Please add miss packet for SAT-3 meters.",Close,Service Request,2025-04-08T10:17:40.770+0530,"Jitendra Verma:  Please share updated SLA date range is 7th Mar to 6th April.   | Ritik Kumar:   PFA   | Ritik Kumar: closing this ticket now | Automation for Jira: Hi Reporter, This Ticket is now moved to Review state and will be closed after T+3 business days. Please review this ticket and re-assign if any further assistance required from App Support"
SH-4787,MDM & consumer application is not open again in Wifi connection,Success Hub,Parveen Soni,"Hi team,  MDM & consumer application is not working in wifi connection.",Close,Incident,2025-04-07T19:48:50.562+0530,Ranjeet Singh: duplicate ticket to -   
SH-4784,Intelli PKG1&2 : Requirement of data,Success Hub,Parveen Soni,Please share these data for all installed meters of intelli pkg 1&2 1) Last hour IP data  2) DP data for 01-04-2025 3) Bill data for April’25,Close,Service Request,2025-04-07T17:58:27.920+0530,"Parveen Soni: Pkg 1-2 data Apr 2025.xlsx | Taznur Rahman:   I want voltage, current, PF, frequency and all the other data to cross check.  Please share the IP again. | Parveen Soni: you can check the same in shared data. | Parveen Soni: shared | Automation for Jira: Hi Reporter, This Ticket is now moved to Review state and will be closed after T+3 business days. Please review this ticket and re-assign if any further assistance required from App Support"
SH-4782,LIFO/FIFO issue in NCC Aurangabad.,Success Hub,Aditya Yadav,LIFO/FIFO issue is observed in below mentioned meters in NCC Aurangabad. cc:     ,Close,Issue,2025-04-07T17:27:10.115+0530,"Automation for Jira: Hi Reporter, This Ticket is now moved to Review state and will be closed after T+3 business days. Please review this ticket and re-assign if any further assistance required from App Support"
SH-4781,Json Files shared to MDMS ,Success Hub,Naman,Json Files shared to MDMS ,Close,Service Request,2025-04-07T17:25:23.066+0530,"Naman: Update - The required data had been provided to MDM for consumption over teams previously as required. ~ Moving this in review let me know if anything remains    | Automation for Jira: Hi Reporter, This Ticket is now moved to Review state and will be closed after T+3 business days. Please review this ticket and re-assign if any further assistance required from App Support"
SH-4780,101 102 ESW Mapping Report for SAT-3,Success Hub,Naman,No description,Close,Service Request,2025-04-07T17:22:37.138+0530,"Naman: Update - The required data had been provided over teams previously as needed. ~ Moving this in review let me know if anything remains  | Automation for Jira: Hi Reporter, This Ticket is now moved to Review state and will be closed after T+3 business days. Please review this ticket and re-assign if any further assistance required from App Support"
SH-4779,AMI 1&2 : Gap reading for LS should be triggered for  05th April'25 from (2PM to 4 PM & 6 PM to 8PM),Success Hub,Ansh Sharma,"Service was off and needed several restart on 5th of April, due to which LS missed packets count was high. To achieve the SLA for LS, please trigger GR from backend. ",Close,Service Request,2025-04-07T16:26:06.270+0530,"Ansh Sharma: I have already added gap reading for multiple days and the gap is minimal now. | Automation for Jira: Hi Reporter, This Ticket is now moved to Review state and will be closed after T+3 business days. Please review this ticket and re-assign if any further assistance required from App Support | Automation for Jira: Dear Reporter, The ticket is closed as no response is received in T+3 days. Please reach out to App Support if any issues or concerns."
SH-4777,Power Events required for Intelli Pkg 7,Success Hub,Lyba Noor,No description,Close,Service Request,2025-04-07T15:45:32.019+0530,"Yash Jain: Hi   , as discussed please share the Power outage data from 1st to 31st March and for the billing exclusion. | Lyba Noor: Hi    Attached the sheet of outage data from 1st to 31st march    | Automation for Jira: Hi Reporter, This Ticket is now moved to Review state and will be closed after T+3 business days. Please review this ticket and re-assign if any further assistance required from App Support | Lyba Noor: Hi   , As Naman shared you the remaining data, I am closing this ticket. | Automation for Jira: Hi Reporter, This Ticket is now moved to Review state and will be closed after T+3 business days. Please review this ticket and re-assign if any further assistance required from App Support"
SH-4776,AMI 1&2 : Parsing issue impacting consumer billing and Garbage data,Success Hub,Ansh Sharma,"AP10002245 Parsing issue: The consumer has already been billed up to 40159.3 kWh. reading sent on 07/04/2025 is 40.84kwh We’ve encountered a parsing issue with the latest meter provided by the Utility.  Previously, our logic was based on the assumption that if the voltage value is two digits, we consider it a parsing issue. However, the meter provided in this case does not align with that logic. cc :             ",Close,Incident,2025-04-07T15:30:09.266+0530,Satya Brat Nath: PFA | Ansh Sharma: We will be creating a job for pulling the data from these meters via DLMS commands. Thats all that can be done from HES side for this issue.
SH-4774,Sikkim Anvil: Requirement of power outage data from march 1st- 31st to maintain SLA.,Success Hub,Ansh Sharma,Please send power outage data for the month of march. CC:        FYI only.,Close,Service Request,2025-04-07T13:38:38.115+0530,"Ansh Sharma:   | Automation for Jira: Hi Reporter, This Ticket is now moved to Review state and will be closed after T+3 business days. Please review this ticket and re-assign if any further assistance required from App Support"
SH-4773,Pkg-7 DC/DR support,Success Hub,Naman,Pkg-7 DC/DR support,Close,Service Request,2025-04-07T13:12:52.647+0530,"Naman: Update - As SAT -3 had been successfully concluded, ~ Moving this in review let me know if anything remains  | Automation for Jira: Hi Reporter, This Ticket is now moved to Review state and will be closed after T+3 business days. Please review this ticket and re-assign if any further assistance required from App Support"
SH-4772,Pkg-7 SAT3 Dry Run,Success Hub,Naman,No description,Close,Service Request,2025-04-07T13:09:49.164+0530,"Naman: Update - As SAT -3 had been successfully concluded, including the DC/ DR Dry Run ~ Moving this in review let me know if anything remains  | Automation for Jira: Hi Reporter, This Ticket is now moved to Review state and will be closed after T+3 business days. Please review this ticket and re-assign if any further assistance required from App Support"
SH-4771,SAT-3 Pkg-7 SAT support,Success Hub,Naman,SAT-3 Pkg-7 SAT support,Close,Service Request,2025-04-07T13:07:07.182+0530,"Naman: Update - As SAT -3 had been successfully concluded, including the DC/ DR  ~ Moving this in review let me know if anything remains  | Automation for Jira: Hi Reporter, This Ticket is now moved to Review state and will be closed after T+3 business days. Please review this ticket and re-assign if any further assistance required from App Support"
SH-4770,Get Relay status issue to be resolved.,Success Hub,Naman,Get relay status issue to be resolved as this function is not working for MDMS ,Close,Issue,2025-04-07T12:41:20.110+0530,"Naman: [Changed the Issue Type to Issue -] Update - The issue had been successfully resolved and responses shared over teams chat previously. ~ Moving this in review let me know if anything remains  | Automation for Jira: Hi Reporter, This Ticket is now moved to Review state and will be closed after T+3 business days. Please review this ticket and re-assign if any further assistance required from App Support"
SH-4769,Queue Push data sent to MDMS requiremnt Pkg-7,Success Hub,Naman,Queue Push data sent to MDMS requiremnt Pkg-7,Close,Service Request,2025-04-07T12:38:24.589+0530,"Naman: Update - The daily queue push count report has been successfully automated and is functioning as expected. Please review and confirm. PFA - Let me know if any changes are required in the  recipients, subject line, email body, or attachment          ~ Moving this in review. | Automation for Jira: Hi Reporter, This Ticket is now moved to Review state and will be closed after T+3 business days. Please review this ticket and re-assign if any further assistance required from App Support | Automation for Jira: Dear Reporter, The ticket is closed as no response is received in T+3 days. Please reach out to App Support if any issues or concerns."
SH-4768,Need JSON Files for LS Backfilling to MDM - Pkg 7 TnD,Success Hub,Naman,Need JSON Files for LS Backfilling to MDM - Pkg 7 TnD,Close,Service Request,2025-04-07T12:26:12.540+0530,"Naman: Update - The required data had been provided over teams previously as required. ~ Moving this in review let me know if anything remains  | Automation for Jira: Hi Reporter, This Ticket is now moved to Review state and will be closed after T+3 business days. Please review this ticket and re-assign if any further assistance required from App Support"
SH-4767,Latest Release Pkg-7,Success Hub,Naman,No description,Close,Service Request,2025-04-07T12:23:32.531+0530,"Automation for Jira: Hi Reporter, This Ticket is now moved to Review state and will be closed after T+3 business days. Please review this ticket and re-assign if any further assistance required from App Support"
SH-4766,Pkg-7 Latest Release,Success Hub,Naman,No description,Close,Service Request,2025-04-07T12:23:01.796+0530,"Automation for Jira: Hi Reporter, This Ticket is now moved to Review state and will be closed after T+3 business days. Please review this ticket and re-assign if any further assistance required from App Support | Naman: Update - The deployment had been successful and 1P 3P Group Events also worked as expected. ~ Moving this in review let me know if anything remains "
